ds;y;Keys
02-2018;75.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
17-2021;117.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;39.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2021;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;12.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
19-2021;67.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;141.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
20-2021;112.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;24.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
21-2021;106.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;48.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
22-2021;117.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;90.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
23-2021;95.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;36.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
24-2021;100.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;30.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
25-2021;89.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;96.0;97215-80004262-DCP Skinke 6x500g..???
26-2021;112.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;3.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
27-2021;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;69.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
28-2021;39.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;135.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
29-2021;145.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;102.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
30-2021;128.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
31-2021;50.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
32-2021;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
33-2021;196.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;28.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
34-2021;224.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
35-2021;173.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;8.8;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
36-2021;156.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
37-2021;84.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;12.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
38-2021;67.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
39-2021;145.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
40-2021;39.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;60.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
41-2021;168.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;15.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
42-2021;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;12.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
43-2021;89.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
44-2021;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;30.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2021;95.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
46-2021;89.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
47-2021;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004262-DCP Skinke 6x500g..???
48-2021;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;66.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
49-2021;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;9.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
50-2021;56.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;102.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
51-2021;33.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
52-2021;22.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
01-2022;50.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
02-2022;89.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2022;56.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
04-2022;106.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
05-2022;33.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
06-2022;44.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
07-2022;33.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;45.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2022;56.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;96.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2022;84.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2022;67.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;225.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
11-2022;84.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
12-2022;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;18.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
13-2022;61.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;18.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
14-2022;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;36.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
15-2022;106.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2022;28.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
17-2022;39.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
02-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
18-2022;39.2;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
19-2022;134.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;64.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
20-2022;44.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;44.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
21-2022;28.0;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;360.0;97205-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
22-2022;78.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;172.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
23-2022;22.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;99.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
24-2022;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;186.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
25-2022;89.6;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;36.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
26-2022;78.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;60.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
27-2022;106.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;51.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
29-2022;22.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;75.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
30-2022;78.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;402.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
31-2022;184.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;36.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
03-2018;108.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
03-2018;306.0;97205-80004262-DCP Skinke 6x500g..???
03-2018;12.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
03-2018;147.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;327.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;240.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
03-2018;24.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
03-2018;207.2;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;7.2;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
03-2018;114.4;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
03-2018;440.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
03-2018;64.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
03-2018;69.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
03-2018;426.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;261.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
03-2018;507.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
03-2018;171.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2018;177.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
03-2018;495.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;78.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
03-2018;147.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
03-2018;417.0;97209-80004262-DCP Skinke 6x500g..???
03-2018;72.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
03-2018;147.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;528.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;102.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
03-2018;36.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
03-2018;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
03-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
03-2018;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
03-2018;6.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2018;9.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
03-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
03-2018;3.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
03-2018;0.0;97213-80004262-DCP Skinke 6x500g..???
03-2018;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;106.4;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;14.4;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
03-2018;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
03-2018;16.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
03-2018;36.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
03-2018;33.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;6.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
03-2018;78.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
03-2018;3.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2018;42.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
03-2018;45.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;39.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
03-2018;27.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
03-2018;42.0;97215-80004262-DCP Skinke 6x500g..???
03-2018;3.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
03-2018;63.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;57.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;96.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
03-2018;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
03-2018;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2018;54.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
03-2018;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
03-2018;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
03-2018;4.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
03-2018;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
03-2018;6.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;72.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
03-2018;18.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
03-2018;18.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2018;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
03-2018;60.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
03-2018;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
03-2018;9.0;97218-80004262-DCP Skinke 6x500g..???
03-2018;132.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
03-2018;18.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;60.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;12.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
03-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
03-2018;0.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;0.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
03-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;0.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;45.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;60.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
03-2018;150.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;60.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
03-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2018;18.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
03-2018;36.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
03-2018;36.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
03-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
03-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
04-2018;10.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;35.2;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
04-2018;572.0;97205-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
04-2018;200.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
04-2018;141.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
04-2018;225.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
04-2018;33.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
04-2018;108.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
04-2018;51.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
05-2018;61.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;132.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
06-2018;100.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;360.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2018;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;24.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
08-2018;36.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;159.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;288.0;97205-80004262-DCP Skinke 6x500g..???
10-2018;32.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;12.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
11-2018;21.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;150.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
12-2018;21.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;234.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
13-2018;28.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;72.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
14-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;27.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
15-2018;75.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
16-2018;36.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;212.8;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
17-2018;43.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;46.8;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
18-2018;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;88.0;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
20-2018;21.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;528.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
21-2018;79.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;40.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
22-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;159.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
23-2018;21.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;552.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
24-2018;25.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;318.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
25-2018;21.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;525.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
26-2018;28.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;165.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
27-2018;14.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;183.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
28-2018;14.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;534.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
29-2018;10.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;90.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
30-2018;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;189.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
31-2018;28.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;468.0;97209-80004262-DCP Skinke 6x500g..???
32-2018;14.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;141.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
33-2018;61.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;84.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
34-2018;133.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;783.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
35-2018;39.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;30.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
36-2018;46.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;63.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
37-2018;14.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
38-2018;32.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
39-2018;43.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
40-2018;86.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
41-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
42-2018;18.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;6.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
43-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;9.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
44-2018;32.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2018;14.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
46-2018;32.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;3.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
47-2018;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;18.0;97213-80004262-DCP Skinke 6x500g..???
48-2018;36.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
49-2018;18.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
50-2018;50.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
51-2018;25.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;212.8;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
52-2018;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;72.0;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
01-2019;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
02-2019;57.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;24.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
03-2019;32.4;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;75.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
04-2019;36.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;33.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
05-2019;7.2;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;42.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
06-2019;39.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2018;150.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
